,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,CFID,CFPARAMS,BEST EFF,star
693,201951,Ty Lawson,1610612743,DEN,22,65,42,23,0.646,20.3,3.1,6,0.515,0.5,1.3,0.41,1.6,2.2,0.757,0.6,1.3,1.9,3.1,1.3,0.7,0,0.7,1.4,1.9,8.3,2.6,16.4,0,0,25,8,33,12,17,18,22,8,19,24,6,14,16,21,24,36,34,8,12,13,48,8,30,14,18,1,17,22,5,5,"2,019,511,610,612,740",27,1
700,1882,Elton Brand,1610612741,CHI,21,81,17,64,0.21,37,7.8,16.1,0.482,0,0,0,4.5,6.6,0.685,4.3,5.7,10,1.9,2.8,0.8,1.6,1.5,3.2,0.3,20.1,-8,39.5,42,0,4,28,1,56,1,1,1,8,34,44,34,1,1,27,1,2,1,15,3,12,1,1,2,9,1,60,1,1,4,5,"18,821,610,612,741",3,1
0,2586,Keith Bogans,1610612753,ORL,24,73,19,54,0.26,24.5,2.5,6.2,0.403,0.9,2.6,0.358,0.9,1.4,0.631,1.5,2.9,4.3,1.3,1,0.6,0.1,0.4,1.8,0,6.8,-4.6,15.3,2,0,13,33,2,57,9,14,13,36,5,7,11,25,20,49,9,9,9,19,21,20,36,23,25,3,14,66,14,10,2,5,"25,861,610,612,753",142,0
1,201943,Brandon Jennings,1610612749,MIL,20,82,46,36,0.561,32.6,5.5,14.8,0.371,1.8,4.7,0.374,2.7,3.3,0.817,0.6,2.8,3.4,5.7,2.4,1.3,0.2,0.9,2.3,2.6,15.5,1.4,30.3,2,0,1,6,19,21,3,4,2,49,2,2,16,4,4,11,29,11,15,3,5,3,24,4,10,4,3,5,3,12,5,5,"2,019,431,610,612,740",44,0
3,1765,Torraye Braggs,1610612764,WAS,28,15,10,5,0.667,10,1.1,2.2,0.485,0,0,0,0.5,0.8,0.667,1.2,1.4,2.6,0.5,0.9,0.3,0.1,0.3,1.9,0,2.7,1.7,6.8,0,0,52,46,53,8,44,44,52,9,41,55,41,39,41,40,17,34,27,45,30,44,37,30,20,5,44,5,41,24,2,5,"17,651,610,612,764",,0
4,2226,Will Solomon,1610612763,MEM,23,62,15,47,0.242,14.2,1.8,5.3,0.341,0.7,2.6,0.284,0.8,1.2,0.671,0.2,0.9,1.1,1.5,1,0.6,0.1,0.4,1.2,0,5.2,-1.7,9.8,0,0,22,39,9,61,30,26,16,59,8,4,22,32,30,42,60,48,51,15,17,16,43,28,37,16,23,43,32,23,2,5,"22,261,610,612,763",,0
5,200783,Craig Smith,1610612750,MIN,23,82,32,50,0.39,18.7,3,5.6,0.531,0,0.1,0,1.4,2.3,0.624,1.8,3.2,5.1,0.6,0.9,0.6,0.2,0.5,2.7,2,7.4,-1.6,16,3,0,1,12,4,41,13,9,15,10,49,50,49,14,11,50,4,5,3,37,21,14,27,7,5,7,11,52,11,7,1,5,"2,007,831,610,612,750",140,0
7,200779,Steve Novak,1610612745,HOU,24,35,20,15,0.571,5.4,0.5,1.4,0.36,0.4,1.1,0.333,0.1,0.1,1,0.1,0.6,0.7,0.2,0.1,0.1,0,0,0.6,0.2,1.5,-0.9,2.9,0,0,45,31,50,17,69,68,64,61,21,23,25,74,75,1,74,62,70,63,77,60,63,71,71,76,66,39,71,23,1,5,"2,007,791,610,612,740",185,0
8,2219,Jeryl Sasser,1610612753,ORL,23,7,2,5,0.286,4.9,0.4,2,0.214,0,0,0,0.6,0.7,0.8,0.4,0.6,1,0.3,0.3,0.4,0,0.1,0.4,0,1.4,-2.3,4.1,0,0,65,63,63,53,64,63,54,66,34,51,34,41,45,9,45,60,54,53,57,24,59,53,64,16,60,50,57,23,2,5,"22,191,610,612,753",191,0
9,2684,Melvin Sanders,1610612759,SAS,25,16,14,2,0.875,7.1,1,2.1,0.485,0.1,0.2,0.667,0.4,0.6,0.7,0.3,1.2,1.4,0.2,0.5,0.3,0,0.1,1.3,0.6,2.6,-1.2,5,0,0,65,40,76,4,61,48,61,17,37,50,1,51,57,46,62,41,51,69,53,40,63,68,48,53,49,54,59,23,2,5,"26,841,610,612,759",,0
10,2218,Joseph Forte,1610612738,BOS,21,8,2,6,0.25,4.8,0.1,1.5,0.083,0,0.4,0,0.5,0.5,1,0.1,0.6,0.8,0.8,0.4,0.3,0,0.1,0.1,0,0.8,-2.1,3.2,0,0,64,63,59,60,65,69,62,69,34,30,34,46,57,1,63,59,61,32,54,45,59,55,69,16,68,48,64,23,2,5,"22,181,610,612,738",,0
11,2694,Josh Powell,1610612742,DAL,23,37,25,12,0.676,11.6,1,2.2,0.457,0,0,0,1,1.2,0.8,0.8,1.4,2.2,0.2,0.6,0.2,0.1,0.2,1.4,0.9,3,-0.1,6.3,0,0,38,24,52,12,36,48,56,25,53,61,53,26,30,22,24,34,26,66,45,57,43,44,42,38,43,21,48,23,2,5,"26,941,610,612,742",,0
12,1498,Antonio Daniels,1610612763,VAN,23,74,17,57,0.23,26.4,3.1,7.4,0.416,0.1,0.7,0.212,1.5,2.3,0.659,0.3,1.6,1.9,4.5,2.2,0.7,0.1,0.3,1.2,0,7.8,-6.7,17.3,4,0,11,23,4,48,11,15,16,27,24,20,33,16,15,40,50,21,28,3,5,14,38,33,39,19,15,61,18,7,1,5,"14,981,610,612,763",106,0
14,963,Dontae' Jones,1610612738,BOS,23,15,7,8,0.467,6.1,1.3,3.8,0.333,0.4,1.5,0.261,0,0,0,0.2,0.4,0.6,0.3,0.7,0.1,0.2,0.2,0.8,0,2.9,-0.1,4.4,0,0,49,44,48,30,49,33,27,53,11,8,26,59,59,59,55,56,59,40,38,59,28,46,51,19,40,20,49,18,1,5,"9,631,610,612,738",,0
15,2637,Alex Scales,1610612759,SAS,27,1,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,80,83,1,85,83,84,83,53,61,53,77,78,77,81,82,83,79,82,78,63,78,83,82,83,18,84,23,2,5,"26,371,610,612,759",,0
16,201155,Rodney Stuckey,1610612765,DET,22,57,41,16,0.719,19,2.7,6.7,0.401,0.1,0.3,0.188,2.2,2.7,0.814,0.6,1.7,2.3,2.8,1.4,0.9,0.1,0.7,2,2.2,7.6,1,16.1,0,0,23,4,33,11,18,17,14,41,35,34,35,4,5,11,35,25,32,3,8,7,43,7,17,8,14,9,14,20,1,5,"2,011,551,610,612,760",73,0
17,1601,Rusty LaRue,1610612741,CHI,24,14,10,4,0.714,9.9,1.4,3.5,0.408,0.3,1.1,0.25,0.4,0.6,0.625,0.1,0.5,0.6,0.4,0.4,0.2,0.1,0.1,0.9,0,3.5,2.4,5.2,0,0,51,38,55,9,33,30,31,29,16,14,28,48,49,43,63,50,60,39,51,54,50,59,48,19,32,5,47,18,1,5,"16,011,610,612,741",204,0
18,1544,Chris Crawford,1610612737,ATL,23,40,24,16,0.6,6.4,1.2,2.8,0.418,0,0.1,0.333,1.4,1.7,0.838,0.5,0.5,1,0.2,0.5,0.3,0.2,0.5,0.7,0,3.8,-1.3,6.3,0,0,29,15,39,15,47,37,40,26,36,44,12,17,22,11,34,49,45,52,50,41,32,22,54,19,30,40,40,18,1,5,"15,441,610,612,737",,0
20,2501,Reggie Evans,1610612760,SEA,23,67,35,32,0.522,20.4,1,2.1,0.471,0,0,0,1.2,2.3,0.519,2.5,4.1,6.6,0.5,0.8,0.6,0.2,0.4,2.6,0,3.2,-0.1,13.3,2,0,18,9,23,21,16,43,49,12,44,52,44,17,11,51,4,5,4,42,32,18,33,18,7,1,37,21,17,9,2,5,"25,011,610,612,760",97,0
21,101153,Mickael Gelabale,1610612760,SEA,24,70,26,44,0.371,17.7,1.7,3.8,0.462,0.2,0.7,0.234,0.9,1.2,0.805,0.8,1.6,2.5,0.8,0.7,0.3,0.3,0.2,1.5,1,4.6,-1,10,0,0,12,20,8,46,17,27,31,25,38,32,40,25,34,15,22,26,26,29,33,41,20,51,28,29,29,42,29,23,1,5,"1,011,531,610,612,760",191,0
22,2873,Billy Thomas,1610612751,NJN,29,25,15,10,0.6,14,1.4,3.8,0.362,0.7,2.2,0.304,0.3,0.4,0.778,0.3,1.2,1.4,0.7,0.4,0.6,0,0.1,1.2,0,3.7,-0.5,7.9,0,0,43,32,49,15,30,35,32,52,5,5,22,56,58,13,51,39,41,37,54,24,52,54,46,1,33,28,41,23,2,5,"28,731,610,612,751",,0
23,1934,Rodney Buford,1610612748,MIA,22,34,21,13,0.618,11.3,1.8,4.4,0.411,0.2,0.9,0.241,0.5,0.6,0.727,0.3,1.1,1.4,0.6,0.3,0.3,0.2,0.3,1.3,0.1,4.3,-0.7,8.3,0,0,32,22,38,19,34,24,24,26,23,22,23,43,46,22,49,36,43,34,54,35,20,30,35,33,25,30,31,18,4,5,"19,341,610,612,748",,0
24,101141,Ersan Ilyasova,1610612749,MIL,20,66,23,43,0.348,14.7,2.1,5.5,0.383,0.8,2.2,0.365,1.1,1.3,0.787,0.9,2,2.9,0.7,0.8,0.4,0.3,0.3,2.2,1.5,6.1,-3,11.9,0,0,18,26,11,51,29,18,17,51,11,10,17,20,28,19,19,19,20,32,27,29,23,31,14,20,18,72,22,23,1,5,"1,011,411,610,612,740",42,0
25,1887,Wally Szczerbiak,1610612750,MIN,23,73,45,28,0.616,29.7,4.7,9.2,0.511,0.4,1.1,0.359,1.8,2.2,0.826,1.2,2.5,3.7,2.8,1.1,0.8,0.3,0.6,2.4,0.2,11.6,2.7,22.4,2,0,13,4,20,20,5,4,7,6,14,17,8,8,10,5,15,9,10,9,18,13,17,7,9,21,5,4,7,9,4,5,"18,871,610,612,750",43,0
26,2043,Mateen Cleaves,1610612765,DET,23,78,32,46,0.41,16.2,2.1,5.1,0.4,0.1,0.2,0.294,1.2,1.8,0.708,0.3,1.4,1.7,2.7,1.8,0.6,0,0.4,2,0,5.4,-1.1,11.6,0,0,5,10,10,39,24,17,15,36,26,34,22,16,16,27,47,25,34,4,5,14,55,27,19,1,17,32,21,11,2,5,"20,431,610,612,765",181,0
28,1899,James Posey,1610612743,DEN,23,81,34,47,0.42,25.3,2.8,6.6,0.429,1,2.7,0.373,1.5,1.9,0.8,1,2.9,3.9,1.8,1.2,1.2,0.4,0.5,2.6,0.4,8.2,-0.9,19.3,0,0,4,12,8,37,8,15,14,18,3,3,4,13,17,7,18,8,9,16,17,5,11,16,7,5,13,34,11,18,4,5,"18,991,610,612,743",61,0
29,2053,Dalibor Bagaric,1610612741,CHI,20,35,9,26,0.257,7.4,0.5,1.9,0.262,0,0,0,0.4,0.8,0.464,0.6,1,1.6,0.3,0.6,0.3,0.5,0.3,1.3,0,1.3,-1.7,5.2,0,0,33,39,25,57,46,58,50,60,33,46,33,48,43,53,33,46,38,45,42,35,11,39,37,1,56,42,49,11,2,5,"20,531,610,612,741",,0
30,1607,Troy Hudson,1610612762,UTA,22,8,4,4,0.5,3,0.8,1.8,0.429,0,0.4,0,0,0,0,0.1,0.1,0.3,0.5,0.1,0.3,0,0.3,0.1,0,1.5,-0.5,3.2,0,0,57,55,55,25,60,48,50,23,40,28,40,59,59,59,58,63,64,38,61,45,58,43,64,19,55,23,58,18,1,5,"16,071,610,612,762",81,0
31,201971,DeJuan Blair,1610612759,SAS,21,82,50,32,0.61,18.2,3.4,6,0.556,0,0,0,1.1,2,0.547,2.4,4,6.4,0.8,1.4,0.6,0.5,0.7,2.7,1.5,7.8,1.2,18.6,8,0,1,3,25,17,20,12,21,4,42,48,42,20,18,50,2,3,2,26,10,17,6,7,5,19,20,6,13,5,5,5,"2,019,711,610,612,750",99,0
32,101182,Donell Taylor,1610612764,WAS,23,51,27,24,0.529,9.1,1,2.7,0.39,0.1,0.3,0.235,0.6,0.8,0.698,0.3,0.7,1,0.9,0.7,0.6,0.1,0.2,0.9,0.6,2.7,0.2,6.6,0,0,31,16,33,29,46,47,43,62,45,44,37,44,46,49,58,62,63,27,37,17,51,59,61,52,47,12,45,23,2,5,"1,011,821,610,612,760",,0
33,1908,Jumaine Jones,1610612755,PHI,21,33,20,13,0.606,4.2,0.7,1.8,0.379,0.1,0.1,0.5,0.3,0.5,0.611,0.5,0.7,1.2,0.2,0.4,0.2,0.2,0.2,0.3,0,1.7,-0.1,3.9,0,0,33,23,38,21,58,49,53,37,30,38,1,50,51,43,42,49,49,54,47,46,30,48,57,47,51,21,57,18,4,5,"19,081,610,612,755",111,0
34,200811,Lou Amundson,1610612755,PHI,24,11,6,5,0.545,8.1,0.5,1.4,0.4,0,0,0,0.4,0.9,0.4,1.2,1.4,2.5,0.1,0.5,0.1,0.7,0.4,1.4,1.1,1.5,-2,6.6,0,0,64,59,69,20,54,66,66,47,49,60,49,61,44,70,11,33,23,66,57,68,6,16,37,27,67,59,46,23,1,5,"2,008,111,610,612,750",176,0
35,2198,Kwame Brown,1610612764,WAS,20,57,26,31,0.456,14.3,1.6,4.3,0.387,0,0,0,1.2,1.7,0.707,1.1,2.4,3.5,0.8,0.8,0.3,0.5,0.5,1.8,0,4.5,-1.5,11.3,2,0,26,18,17,35,29,29,25,45,34,49,34,19,19,34,20,16,18,31,32,44,21,17,23,16,28,40,26,10,2,5,"21,981,610,612,764",81,0
36,2825,Ibrahim Kutluay,1610612760,SEA,31,5,4,1,0.8,2.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.4,0,0,0,0.2,0,0,-3.4,-0.2,0,0,63,54,65,3,68,67,68,67,40,54,40,66,66,66,64,64,66,64,50,60,56,59,67,1,68,63,70,23,2,5,"28,251,610,612,760",,0
37,2091,Daniel Santiago,1610612756,PHX,25,54,34,20,0.63,10.7,1.2,2.5,0.478,0,0,0,0.8,1.1,0.689,0.6,1.2,1.9,0.2,0.9,0.3,0.4,0.4,1.9,0,3.1,0,7,0,0,23,9,29,17,35,36,42,13,33,51,33,27,26,31,30,31,30,51,23,30,14,25,23,1,34,14,35,11,2,5,"20,911,610,612,756",,0
38,200788,James Augustine,1610612753,ORL,23,2,2,0,1,3.7,0.5,1.5,0.333,0,0,0,0,0,0,0.5,1,1.5,1,0,0,0,0.5,1,0.5,1,-0.5,4.3,0,0,78,69,79,1,75,69,63,64,49,60,49,75,76,75,42,45,44,19,79,72,63,9,53,60,72,34,60,23,1,5,"2,007,881,610,612,750",,0
39,2045,Hedo Turkoglu,1610612758,SAC,22,74,48,26,0.649,16.9,1.9,4.5,0.412,0.4,1.2,0.326,1.2,1.5,0.777,0.7,2.2,2.8,0.9,0.7,0.7,0.3,0.3,1.9,0,5.3,1.9,12.4,1,0,11,2,25,15,19,23,22,33,11,10,20,17,21,14,29,11,15,21,30,11,20,40,20,1,18,1,18,7,2,5,"20,451,610,612,758",37,0
40,200778,James White,1610612759,SAS,24,6,4,2,0.667,22.8,3,6.8,0.439,0.3,1.2,0.286,2,2.5,0.8,0.5,2.8,3.3,0.8,0.8,0.5,0.2,0.5,1.2,2,8.3,-3.7,14.8,0,0,71,62,74,8,9,9,10,33,23,21,31,3,5,16,42,9,14,27,25,20,31,9,46,8,9,79,14,23,1,5,"2,007,781,610,612,750",,0
41,101149,Martynas Andriuskevicius,1610612739,CLE,20,6,1,5,0.167,1.6,0,0.2,0,0,0,0,0,0,0,0.2,0.5,0.7,0,0,0.3,0,0,0.2,0,0,1.8,1.8,0,0,77,80,72,82,84,83,83,83,53,61,53,77,78,77,75,72,72,79,82,37,63,78,82,82,83,3,81,23,2,5,"1,011,491,610,612,730",,0
42,2560,Zarko Cabarkapa,1610612756,PHX,23,49,20,29,0.408,11.7,1.7,4,0.411,0.1,0.7,0.188,0.7,1.1,0.66,0.5,1.5,2,0.8,1.1,0.2,0.3,0.3,1.5,0,4.1,-2.9,8.1,0,0,30,31,24,39,34,29,28,33,30,27,37,33,32,45,36,30,33,29,19,51,19,35,30,5,32,60,35,24,2,5,"25,601,610,612,756",,0
43,2213,Kirk Haston,1610612766,CHH,23,15,11,4,0.733,5.2,0.7,2.6,0.282,0,0.2,0,0.3,0.5,0.5,0.3,1,1.3,0.3,0.2,0,0.1,0.3,0.6,0,1.7,-0.9,3.8,0,0,54,41,65,3,63,53,45,64,34,34,34,61,55,60,49,42,47,50,67,61,52,44,61,16,57,36,59,23,2,5,"22,131,610,612,766",,0
44,101238,Boniface Ndong,1610612746,LAC,28,23,14,9,0.609,6.6,1,2.3,0.415,0,0,0,0.3,0.4,0.667,0.7,1,1.6,0.3,0.3,0.1,0.2,0.1,1,0.4,2.2,-1.9,5.2,0,0,50,40,58,17,65,53,53,42,53,56,53,66,71,50,29,54,46,61,72,73,28,67,58,64,57,68,57,23,2,5,"1,012,381,610,612,740",,0
46,1748,Korleone Young,1610612765,DET,20,3,0,3,0,5.3,1.7,3.3,0.5,0.3,1.3,0.25,0.7,0.7,1,0.7,0.7,1.3,0.3,0.3,0,0,0,1,0,4.3,3,6.1,0,0,55,61,49,61,48,28,33,11,14,13,25,40,51,1,32,47,40,42,57,55,47,55,37,12,28,3,41,16,1,5,"17,481,610,612,765",,0
47,201985,AJ Price,1610612754,IND,23,56,23,33,0.411,15.5,2.6,6.3,0.41,1.1,3.1,0.345,1.1,1.3,0.8,0.2,1.4,1.6,1.9,1.1,0.6,0.1,0.3,0.9,1.4,7.3,0.9,13,0,0,31,27,24,34,27,25,19,38,8,8,23,21,26,16,48,34,37,13,16,16,45,27,41,21,23,8,24,22,5,5,"2,019,851,610,612,750",,0
49,201235,Courtney Sims,1610612754,IND,24,3,2,1,0.667,3.7,0,0.3,0,0,0,0,0,0,0,0.3,0.3,0.7,0.3,0,0,0,0,0.7,0,0,-0.3,1.3,0,0,62,56,58,16,59,64,64,64,38,48,38,59,60,59,47,59,57,42,59,55,51,60,49,61,64,25,64,20,1,5,"2,012,351,610,612,750",,0
50,2583,Derrick Zimmerman,1610612751,NJN,24,2,0,2,0,15.9,1,1.5,0.667,0,0,0,0,0,0,0.5,1.5,2,3.5,2,0,0,0,2,0.5,2,-5.5,7.7,0,0,82,84,76,84,25,48,70,4,53,61,53,77,78,77,35,29,35,5,3,78,63,78,20,55,61,81,36,23,2,5,"25,831,610,612,751",,0
52,201605,Nathan Jawai,1610612761,TOR,22,6,2,4,0.333,3.1,0.2,0.7,0.25,0,0,0,0,0,0,0.2,0.2,0.3,0,0.3,0,0,0.2,0.5,0,0.3,-1.3,0.4,0,0,56,57,53,43,56,61,60,61,34,49,34,55,57,55,54,59,57,57,51,58,53,49,57,57,62,37,62,23,2,5,"2,016,051,610,612,760",,0
53,2581,Steve Blake,1610612764,WAS,24,75,22,53,0.293,18.5,2.1,5.4,0.386,1,2.7,0.371,0.7,0.9,0.821,0.2,1.3,1.6,2.8,1.7,0.8,0.1,0.1,1.3,0,5.9,-1.4,12.8,1,0,9,28,4,52,17,19,17,46,4,5,8,32,39,9,54,37,41,6,9,15,43,50,39,5,18,44,19,14,2,5,"25,811,610,612,764",111,0
54,2876,Jared Reiner,1610612741,CHI,23,19,8,11,0.421,6.9,0.5,1.6,0.333,0,0,0,0.1,0.2,0.25,0.7,1.3,2,0.1,0.5,0.2,0.4,0.2,1.8,0,1.1,-1,4.7,0,0,49,48,48,37,50,57,55,56,40,54,40,65,64,65,29,35,32,63,47,53,18,47,28,1,61,39,51,23,2,5,"28,761,610,612,741",,0
55,201336,Blake Ahearn,1610612748,MIA,24,12,1,11,0.083,14.8,1.3,4.8,0.263,0.8,2.8,0.294,2.5,2.6,0.968,0.1,1.5,1.6,1.6,1.3,0.5,0,0.3,1.7,2.5,5.8,-6.3,10.3,0,0,48,61,40,63,25,41,22,58,3,5,16,3,9,2,57,32,41,9,10,20,51,36,25,6,19,61,27,20,1,5,"2,013,361,610,612,740",,0
56,2553,Jarvis Hayes,1610612764,WAS,22,70,23,47,0.329,29.2,4,9.9,0.4,0.6,1.9,0.305,1.1,1.4,0.786,1,2.8,3.8,1.5,1.6,1,0.2,0.6,2.2,0,9.6,-4.2,18.4,2,0,17,25,6,50,6,6,5,39,10,9,22,16,21,16,22,11,13,15,11,9,34,9,15,5,6,64,8,10,2,5,"25,531,610,612,764",152,0
57,101117,Yaroslav Korolev,1610612746,LAC,19,24,12,12,0.5,5.3,0.4,1.3,0.3,0.1,0.3,0.286,0.3,0.4,0.7,0.2,0.3,0.5,0.4,0.3,0.1,0,0.1,0.5,0.5,1.1,-0.3,2.5,0,0,49,50,52,33,73,76,75,77,43,46,27,63,68,46,68,77,75,50,73,68,63,74,78,55,76,26,79,23,2,5,"1,011,171,610,612,740",,0
58,1548,Mark Blount,1610612738,BOS,25,64,28,36,0.438,17.2,1.6,3.1,0.505,0,0,0,0.7,1,0.697,1.5,2.1,3.6,0.5,1,0.6,1.2,0.3,2.9,0,3.9,-1.1,13.4,0,0,18,15,18,38,17,31,35,4,33,51,33,33,32,30,7,13,10,33,20,16,3,33,3,1,32,31,15,11,2,5,"15,481,610,612,738",70,0
59,200829,Ivan McFarlin,1610612755,PHI,25,11,0,11,0,3.8,0.5,1.2,0.385,0,0.1,0,0.5,0.6,0.714,0.6,0.4,1,0.1,0.1,0,0,0.1,0.7,0.5,1.4,-0.8,2.6,0,0,64,76,54,76,74,73,72,50,49,49,49,52,55,30,32,74,58,66,78,72,63,67,64,63,68,37,74,23,1,5,"2,008,291,610,612,750",,0
60,2456,Cezary Trybanski,1610612763,MEM,23,15,3,12,0.2,5.9,0.3,1.3,0.25,0,0,0,0.3,0.7,0.4,0.4,0.5,0.9,0.1,0.5,0,0.4,0.3,0.9,0,0.9,-0.9,2.8,0,0,53,58,47,56,55,60,60,59,44,52,44,47,44,56,35,53,46,60,46,60,16,29,48,11,61,30,61,16,2,5,"24,561,610,612,763",,0
61,101204,Dwayne Jones,1610612738,BOS,23,14,7,7,0.5,6.2,0.3,0.7,0.4,0,0,0,0.4,0.9,0.462,0.7,1.5,2.2,0.1,0.2,0.1,0.2,0.1,1,0.7,1,1.4,4.5,0,0,69,64,65,33,67,80,80,54,53,61,53,52,43,71,26,29,24,73,75,75,29,64,58,43,77,4,63,23,2,5,"1,012,041,610,612,730",,0
62,2566,Travis Outlaw,1610612757,POR,19,8,1,7,0.125,2.3,0.4,0.9,0.429,0,0,0,0.3,0.5,0.5,0.3,0.3,0.5,0.1,0.1,0.1,0,0.1,0.1,0,1,-2.8,2,0,0,56,62,47,63,66,64,66,25,41,55,41,58,53,54,51,61,59,60,64,57,55,52,64,5,63,59,63,24,2,5,"25,661,610,612,757",117,0
63,2590,Mo Williams,1610612762,UTA,21,57,25,32,0.439,13.6,2,5.3,0.38,0.2,0.7,0.256,0.8,1,0.786,0.4,0.9,1.3,1.3,0.9,0.5,0,0.4,1.5,0,5,-1.3,9.2,0,0,24,22,21,31,28,21,18,48,27,24,31,30,36,16,43,51,46,20,28,28,51,22,31,5,21,42,31,24,2,5,"25,901,610,612,762",47,0
64,201169,Alando Tucker,1610612756,PHX,24,6,6,0,1,8,1.3,3.7,0.364,0.2,0.7,0.25,0.8,1,0.833,0.7,0.7,1.3,0,0,0,0.2,0.5,0.3,0.8,3.7,-1,5.8,0,0,56,44,61,1,45,37,30,49,25,22,23,27,30,8,32,51,43,60,59,55,34,15,57,32,37,34,47,20,1,5,"2,011,691,610,612,750",,0
65,1709,Michael Olowokandi,1610612746,LAC,24,45,9,36,0.2,28.5,3.8,8.9,0.431,0,0,0,1.3,2.6,0.483,2.7,5.3,7.9,0.6,1.9,0.6,1.2,0.9,3,0,8.9,-6.1,22.8,7,0,18,29,5,54,8,7,7,27,37,46,37,17,12,53,3,1,1,31,5,16,3,4,3,6,12,66,6,1,1,5,"17,091,610,612,746",78,0
66,2250,Bobby Simmons,1610612764,WAS,22,30,12,18,0.4,11.3,1.4,3.2,0.453,0.1,0.5,0.286,0.7,1,0.733,0.8,0.9,1.7,0.6,0.5,0.4,0.2,0.3,1,0,3.7,-0.3,8,0,0,39,40,36,40,35,34,36,20,25,28,21,35,35,28,27,49,40,39,50,23,39,40,44,16,34,21,36,23,2,5,"22,501,610,612,764",48,0
67,101147,Chris Taft,1610612744,GSW,21,17,9,8,0.529,8.5,1.4,2.2,0.605,0,0,0,0.1,0.4,0.167,1.1,1,2.1,0.1,0.1,0.1,0.4,0.1,1.5,0.2,2.8,0.6,6.8,0,0,64,59,63,29,53,35,55,7,53,61,53,76,72,76,12,48,29,75,80,69,13,72,35,80,46,8,43,23,2,5,"1,011,471,610,612,740",,0
68,1743,Bruno Sundov,1610612742,DAL,19,3,1,2,0.333,3.6,0.7,2.3,0.286,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0.3,1.3,0,1.3,-4.3,1.5,0,0,55,57,51,45,55,52,45,59,37,46,37,57,57,57,59,61,63,42,57,55,47,27,34,12,58,62,61,16,1,5,"17,431,610,612,742",,0
69,1751,Jahidi White,1610612764,WAS,23,20,6,14,0.3,9.5,0.9,1.6,0.531,0,0,0,0.8,1.8,0.429,1.2,1.8,2.9,0.1,0.8,0.2,0.6,0,2,0.1,2.5,-0.6,7.3,0,0,40,43,32,46,38,49,52,10,37,46,37,38,19,55,15,23,22,54,31,48,12,55,19,3,45,28,33,16,1,5,"17,511,610,612,764",129,0
70,1831,Marlon Garnett,1610612738,BOS,23,24,9,15,0.375,8.5,0.6,2.1,0.294,0.3,1,0.261,0.6,0.8,0.75,0.1,0.8,0.9,0.8,0.5,0.2,0,0.2,0.8,0,2.1,-1.3,4.6,0,0,33,29,29,42,40,53,47,58,18,18,24,41,42,21,56,43,52,26,47,39,43,48,49,12,50,38,48,16,1,5,"18,311,610,612,738",,0
71,101125,Julius Hodge,1610612743,DEN,22,14,7,7,0.5,2.4,0.4,0.9,0.385,0,0,0,0.2,0.6,0.375,0.4,0.1,0.5,0.4,0.6,0.1,0,0.3,0.5,0.3,0.9,0.1,2,0,0,69,64,65,33,82,78,79,66,53,61,53,69,59,72,54,81,78,46,48,65,63,33,74,77,79,15,80,23,2,5,"1,011,251,610,612,740",,0
72,201616,Darnell Jackson,1610612739,CLE,23,51,41,10,0.804,8.4,0.7,1.7,0.43,0,0,0,0.5,0.7,0.686,0.6,1.1,1.7,0.2,0.3,0.2,0.1,0.1,1.5,0.5,1.9,-1.4,4.8,0,0,36,8,45,3,47,53,52,36,34,43,34,50,47,42,30,44,43,52,53,50,45,55,35,50,53,38,52,23,2,5,"2,016,161,610,612,730",,0
73,2774,Bernard Robinson,1610612766,CHA,24,31,6,25,0.194,10.6,1.2,2.6,0.444,0.1,0.3,0.375,0.6,0.8,0.692,0.5,1.1,1.5,1,0.6,0.4,0.1,0.3,1.4,0,3,-3.2,7.1,0,0,37,49,28,58,43,41,45,24,32,34,11,43,42,31,38,40,38,27,36,45,41,43,40,1,42,62,44,23,2,5,"27,741,610,612,766",,0
